"subject","subject_id","paper_code","phase","question_number","display_order","source_question_ref","topic","microtopic","microtopic_slug","question_id","stem_excerpt"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","92","2","DM-2022-Q092","Cognitive Biases and Barriers to Decision Making","Selective perception and similarity bias","dm-selective-perception-and-similarity-bias-e03616b7","e0eb333a-f056-4afc-ab31-774b8f25b4c5","Q.92) Tendency to see a particular situation or issue from chosen perspective, influencing our ability to understand alt"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","93","3","DM-2022-Q093","Analytical Tools and Techniques","Root cause analysis and problem-solving tools","dm-root-cause-analysis-and-problem-solving-tools-a1ae3806","109c6192-d16b-4391-8a33-c527595ad72c","Q.93) Which of the following problem-solving tools is a visual means of displaying the sequence of activities and decisi"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","94","4","DM-2022-Q094","Cognitive Biases and Barriers to Decision Making","Anchoring, framing and presentation effects","dm-anchoring-framing-and-presentation-effects-f98cb084","8ce28419-37c0-4a1f-8690-d2c4ebd36961","Q.94) One of the barriers to good decision making is setting out to solve wrong problem because we have created a mental"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","95","5","DM-2022-Q095","Analytical Tools and Techniques","Quantitative methods and analytics in decision making","dm-quantitative-methods-and-analytics-in-decision-making-701a2eb5","7676fdaf-1d65-4c4b-b8ec-fd1b0cc5056d","Q.95) The type of Data Analytics which is used to make forecasts about future trends and answer the question ‘What might"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","96","6","DM-2022-Q096","Analytical Tools and Techniques","Heuristics and judgemental problems","dm-heuristics-and-judgemental-problems-098fa72f","ac40a796-e483-4b97-b3ad-c1e64b209121","Q.96) Most ‘judgemental problems’ are solved by"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","97","7","DM-2022-Q097","Analytical Tools and Techniques","Root cause analysis and problem-solving tools","dm-root-cause-analysis-and-problem-solving-tools-a1ae3806","2c9bfe11-9529-41c1-bbca-f0a44b261d55","Q.97) In Root Cause Analysis (RCA), which of the following is the cause in case people did something wrong or did not do"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","98","8","DM-2022-Q098","Group Decision Making and Communication","Communication, conflict and delay in group decisions","dm-communication-conflict-and-delay-in-group-decisions-2de1c775","68a501a2-0086-464f-808c-1f8539d963dc","Q.98) Effective communication during decision making process will help to minimize"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","99","9","DM-2022-Q099","Cognitive Biases and Barriers to Decision Making","Overconfidence and status-quo bias","dm-overconfidence-and-status-quo-bias-05d95d99","fe514612-5c43-48e4-8c6f-534c6b4e773c","Q.99) Overconfidence about our judgement abilities and prediction accuracy, as we remember our successes and quickly for"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","100","10","DM-2022-Q100","Decision Styles, Leadership and Organisational Context","Decision-making styles and leadership approaches","dm-decision-making-styles-and-leadership-approaches-b2d84bc0","6f58b437-2549-489d-b626-e5ed2b776e02","Q.100) Which of the following decision making style is suitable for a leader where there are more than one right answer "
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","1","1","DM-2023-Q001","Analytical Tools and Techniques","Root cause analysis and problem-solving tools","dm-root-cause-analysis-and-problem-solving-tools-a1ae3806","a13429c6-4ae5-46d9-a868-380c0e38b4b9","Q.1) What technique is used to identify the most important factors that contribute to a particular problem or outcome, b"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","2","2","DM-2023-Q002","Cognitive Biases and Barriers to Decision Making","Confirmation bias and debiasing strategies","dm-confirmation-bias-and-debiasing-strategies-0567e8ea","4faf18e9-ef74-4a46-b047-0fca7fc09b5b","Q.2) What strategies can individuals employ to mitigate confirmation bias in their decisionmaking processes?"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","3","3","DM-2023-Q003","Group Decision Making and Communication","Communication, conflict and delay in group decisions","dm-communication-conflict-and-delay-in-group-decisions-2de1c775","79226c2d-7255-4c33-b97d-6858fb707ae9","Q.3) What are the key factors contributing to procrastination in the decision-making process among the following options"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","4","4","DM-2023-Q004","Group Decision Making and Communication","Structured group decision-making techniques","dm-structured-group-decision-making-techniques-3008c348","b83b0827-6ac9-4a22-837d-9f932d776d5c","Q.4) What is the term for a methodology that utilizes a panel of experts who provide anonymous responses to structured q"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","5","5","DM-2023-Q005","Decision Styles, Leadership and Organisational Context","Decision-making styles and leadership approaches","dm-decision-making-styles-and-leadership-approaches-b2d84bc0","aae5e006-262a-4982-b471-c0ea2be27d62","Q.5) In situations marked by uncertainty in the condition or outcome, but where the associated risk is deemed minimal, w"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","6","6","DM-2023-Q006","Decision Models and Rationality","Steps in the decision-making process","dm-steps-in-the-decision-making-process-0df42d5e","c7695d8e-8712-4722-b2c3-ace594ec9478","Q.6) What constitutes the initial step in the process of content analysis as applied to decision making?"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","7","7","DM-2023-Q007","Analytical Tools and Techniques","Heuristics and judgemental problems","dm-heuristics-and-judgemental-problems-098fa72f","6aff76fe-4883-4ee4-a5c2-6dd55a307245","Q.7) Which is the most precise definition of a random heuristic among the following options? areas of the search space."
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","8","8","DM-2023-Q008","Decision Models and Rationality","Bounded rationality and limits on information processing","dm-bounded-rationality-and-limits-on-information-processing-5f6bbc58","0f691e3a-3a2a-48e8-ab96-a04d50a3cfe4","Q.8) Which of the following is a characteristic of the bounded rationality model?"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","9","9","DM-2023-Q009","Decision Models and Rationality","Rational decision-making model and its assumptions","dm-rational-decision-making-model-and-its-assumptions-4e7de69b","f5e266a3-d51a-45d3-8224-6f6fa0d172e3","Q.9) Among the following, which assumption does not align with the principles of rational decision-making?"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2023","1","10","10","DM-2023-Q010","Group Decision Making and Communication","Communication, conflict and delay in group decisions","dm-communication-conflict-and-delay-in-group-decisions-2de1c775","db32d749-9a14-4283-b7b7-a5b337a8bff3","Q.10) Consider the following statements regarding group conflict. 1) Group conflict can arise due to differences in goal"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","121","1","ESI-2020-Q121","Agricultural Economy and Food Policy","Agricultural trade and export policy","esi-agricultural-trade-and-export-policy-b0c137b5","afa131b2-051a-474d-986a-d8d0e2c98588","Q.121)The Agricultural Export Policy was introduced in December 2018 which aims at doublingagricultural exports from 30 "
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","122","2","ESI-2020-Q122","Agricultural Economy and Food Policy","Sustainable agriculture missions","esi-sustainable-agriculture-missions-75203ccb","2051c769-6b27-458e-8084-1411297d3fd4","Q.122)Which of the following components is not under the National Mission for Sustainable Agriculture?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","123","3","ESI-2020-Q123","Rural Development and Panchayati Raj","Village and Gram Panchayat development schemes","esi-village-and-gram-panchayat-development-schemes-5199e3ce","556ae734-dcf8-48db-ad06-be6a3cd55c09","Q.123)Sansad Adarsh Gram Yojana which is a demand driven scheme, inspired by society, is based on which of the following"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","124","4","ESI-2020-Q124","Agricultural Economy and Food Policy","Irrigation, water resources and river linking","esi-irrigation-water-resources-and-river-linking-1923c369","11880977-b0f5-4618-a7c9-a842f5e7a191","Q.124)Which of the following is not true regarding PMKSY?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","125","5","ESI-2020-Q125","International Institutions, Indices and Reports","Global indices and India's rank","esi-global-indices-and-india-s-rank-c4195427","5fd5c9a3-cde7-47e6-bb2e-5a14ef2cfa49","Q.125) India ‘s rank under Human Development Index, 2019 is"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","126","6","ESI-2020-Q126","Indian Economy, Public Finance and Industry","Inflation measurement and price indices","esi-inflation-measurement-and-price-indices-b4ee8a99","f3c609c5-a36c-4871-90aa-3bb6aa31c1cb","Q.126) Retail inflation rose to about five -and-half year high of ___ percent in December 2019"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","127","7","ESI-2020-Q127","Rural Development and Panchayati Raj","Rural skilling and livelihood missions","esi-rural-skilling-and-livelihood-missions-3289ae30","ff21ebba-7840-429a-bb41-d0457a8eaa04","Q.127) Union government on 25 September 2014 launched Deen Dayal Upadhyaya Grameen Kaushalya Yojana under which of the f"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","128","8","ESI-2020-Q128","Indian Economy, Public Finance and Industry","National income aggregates and growth estimates","esi-national-income-aggregates-and-growth-estimates-10e4a846","db9ecf70-aa41-470d-ba1a-d9041a813926","Q.128) As per Economic Survey, GDP of 2019 -20 is expected to be 5% when compared to GDP of 2018-19 which stood at _____"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","129","9","ESI-2020-Q129","Agricultural Economy and Food Policy","Food processing and value-chain schemes","esi-food-processing-and-value-chain-schemes-62dad586","107a950f-10c5-4762-8c3e-a682f809f584","Q.129) Which of the following is not a part of PM Kisan Sampada Scheme?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","130","10","ESI-2020-Q130","Indian Economy, Public Finance and Industry","Insolvency and economic legislation","esi-insolvency-and-economic-legislation-e23a20e2","60961996-b375-4701-bad8-dd928721a2ff","Q.130) As per IBC bill, 2016, the deadline for resolution of cases has been extended from 270 to____ days"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","131","11","ESI-2020-Q131","Indian Economy, Public Finance and Industry","State and regional economic performance","esi-state-and-regional-economic-performance-9e62f78b","19c292a4-abb8-459a-8315-a90ef06151be","Q.131) Which Indian state in India has the highest Gross State Domestic Product?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","132","12","ESI-2020-Q132","International Institutions, Indices and Reports","Global risk and outlook reports","esi-global-risk-and-outlook-reports-4882c2f5","774e2059-7611-4313-be15-494b71f18dc8","Q.132) As per Global Risk Report 2020, released by WEF, the global risks in terms of likelihood include 1) Extreme weath"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","133","13","ESI-2020-Q133","Constitution, Governance and Institutions","Constitutional amendments and reservation","esi-constitutional-amendments-and-reservation-aed5ab8e","c1a57f42-8b2a-498f-9b1f-681c33398650","Q.133) 124th constitutional amendment Bill states 10% reservation to EWS, the Bill shows income limit for the same is __"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","134","14","ESI-2020-Q134","Banking, Credit and Financial Inclusion","NABARD, RIDF and development finance","esi-nabard-ridf-and-development-finance-6429a74d","911a9609-d9fb-447f-b1d2-1bea69c7b894","Q.134) NABARD to raise Rs 55000 Cr from the market for the year 2020 through longterm bonds of usually __________ years "
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","135","15","ESI-2020-Q135","Agricultural Economy and Food Policy","Agricultural marketing reform and indices","esi-agricultural-marketing-reform-and-indices-387d7e72","92320eff-c511-4a9f-b7ec-2b78b9b9a61b","Q.135) Agriculture Markets and Farmers Friendly Index is a project of"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","136","16","ESI-2020-Q136","Agricultural Economy and Food Policy","Agricultural marketing reform and indices","esi-agricultural-marketing-reform-and-indices-387d7e72","6ce359ac-3115-4236-803c-cf750d5e9f27","Q.136) Which of the following are the institutional reforms to improve agricultural performance?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","137","17","ESI-2020-Q137","Agricultural Economy and Food Policy","Farming systems and operational land holdings","esi-farming-systems-and-operational-land-holdings-dc30542d","2d9edd80-40c3-4759-8eb3-8fc1d3142f52","Q.137) In which type of farming, large amount of labour and capital is used relative to the land Available?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","138","18","ESI-2020-Q138","Agricultural Economy and Food Policy","Crop production estimates and agricultural statistics","esi-crop-production-estimates-and-agricultural-statistics-cde429a8","b1475e9c-6c0a-4b1e-82e4-027cbd22761c","Q.138)As per First Advance Estimates, the estimated production of major crops during Kharif 2019-20, total food grain pr"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","139","19","ESI-2020-Q139","Indian Economy, Public Finance and Industry","Union Budget provisions and taxation","esi-union-budget-provisions-and-taxation-f43747fa","57f4fa86-03ba-4f27-9afb-3b4b6488dc71","Q.139) As per the budget 2020-21, which of the following is NOT true regarding the „Vivad Se Vishwas‟ Scheme? 1) The sch"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","140","20","ESI-2020-Q140","Indian Economy, Public Finance and Industry","Union Budget provisions and taxation","esi-union-budget-provisions-and-taxation-f43747fa","e52f2c25-fee1-4224-a651-71207fe67550","Q.140) How much amount has been allocated for Education by the Central Government of India in the budget 2020-21?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","141","21","ESI-2020-Q141","Indian Economy, Public Finance and Industry","Industrial production and statistical agencies","esi-industrial-production-and-statistical-agencies-cb39c8b6","0864929c-a0cd-4d77-89ca-6906ef8c6526","Q.141) Index of Industrial Production is released by which of the following?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","142","22","ESI-2020-Q142","Indian Economy, Public Finance and Industry","Balance of payments and the external sector","esi-balance-of-payments-and-the-external-sector-a23a8009","9b34370e-166a-4b8a-83f7-d446af3be5f9","Q.142) India imports approximately what percentage of its crude oil consumption?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2020","1","143","23","ESI-2020-Q143","Banking, Credit and Financial Inclusion","Financial stability assessment and reporting","esi-financial-stability-assessment-and-reporting-4c5c423c","7cddf526-5adf-4b7a-bba1-2db5683d767d","Q.143) Financial stability assessment under Financial Sector Assessment Program is conducted by which of the following?"
